# Sample Size: 10000
# Sender wins: 4966 | Cracker wins: 5034
# Sender Average | Rolls: 48.7417 | Sent Encrypted 10.1429 | Removed Token 1.2219
# Cracker Average | Rolls: 48.6816 | Get Encrypted 7.7677 | Get Cracked 8.1126
#
[Round, Winner, Sender(Rolls, SendEncr, RemoveDat), Cracker(Rolls, GetEncr, GetCrac)]
[4600, 'Sender', (59, 11, 6), (58, 10, 7)]
[4601, 'Cracker', (32, 10, 0), (32, 8, 4)]
[4602, 'Cracker', (42, 9, 0), (46, 8, 6)]
[4603, 'Cracker', (46, 10, 0), (47, 9, 11)]
[4604, 'Sender', (51, 11, 0), (49, 7, 10)]
[4605, 'Cracker', (50, 10, 0), (59, 8, 8)]
[4606, 'Cracker', (47, 10, 0), (47, 5, 9)]
[4607, 'Sender', (46, 11, 0), (44, 8, 6)]
[4608, 'Cracker', (51, 10, 0), (56, 9, 9)]
[4609, 'Cracker', (44, 10, 1), (41, 6, 11)]
[4610, 'Cracker', (40, 8, 1), (35, 7, 10)]
[4611, 'Cracker', (67, 9, 2), (69, 11, 10)]
[4612, 'Sender', (49, 11, 1), (44, 8, 6)]
[4613, 'Cracker', (47, 9, 0), (46, 8, 10)]
[4614, 'Sender', (44, 11, 0), (43, 7, 10)]
[4615, 'Sender', (52, 11, 0), (49, 4, 9)]
[4616, 'Cracker', (42, 9, 0), (48, 6, 10)]
[4617, 'Cracker', (35, 9, 0), (38, 6, 6)]
[4618, 'Cracker', (37, 10, 0), (38, 6, 12)]
[4619, 'Sender', (64, 11, 3), (65, 10, 10)]
[4620, 'Cracker', (34, 9, 1), (36, 7, 8)]
[4621, 'Sender', (40, 11, 1), (44, 7, 3)]
[4622, 'Sender', (69, 11, 2), (65, 8, 11)]
[4623, 'Cracker', (61, 10, 3), (62, 10, 11)]
[4624, 'Cracker', (60, 10, 0), (60, 9, 12)]
[4625, 'Sender', (51, 11, 4), (38, 6, 5)]
[4626, 'Sender', (57, 11, 1), (58, 9, 9)]
[4627, 'Cracker', (33, 9, 0), (40, 7, 8)]
[4628, 'Cracker', (43, 9, 0), (40, 5, 9)]
[4629, 'Sender', (66, 11, 8), (61, 13, 5)]
[4630, 'Sender', (47, 11, 0), (44, 5, 7)]
[4631, 'Sender', (49, 11, 6), (51, 11, 6)]
[4632, 'Sender', (33, 11, 0), (33, 7, 3)]
[4633, 'Sender', (45, 11, 0), (36, 7, 5)]
[4634, 'Sender', (43, 11, 3), (48, 7, 4)]
[4635, 'Cracker', (35, 9, 0), (30, 5, 8)]
[4636, 'Cracker', (42, 10, 0), (43, 7, 9)]
[4637, 'Sender', (33, 11, 0), (41, 5, 8)]
[4638, 'Cracker', (50, 10, 1), (53, 8, 9)]
[4639, 'Cracker', (30, 7, 0), (28, 4, 9)]
[4640, 'Cracker', (33, 6, 0), (30, 5, 7)]
[4641, 'Cracker', (27, 9, 0), (31, 6, 9)]
[4642, 'Cracker', (28, 9, 0), (37, 7, 7)]
[4643, 'Sender', (77, 11, 3), (80, 10, 10)]
[4644, 'Cracker', (102, 10, 6), (100, 13, 16)]
[4645, 'Cracker', (59, 9, 1), (58, 8, 6)]
[4646, 'Sender', (53, 11, 0), (50, 8, 8)]
[4647, 'Sender', (43, 11, 3), (45, 9, 3)]
[4648, 'Sender', (52, 11, 5), (49, 13, 9)]
[4649, 'Cracker', (72, 10, 3), (69, 10, 8)]
[4650, 'Sender', (62, 11, 8), (61, 15, 5)]
[4651, 'Sender', (34, 11, 2), (35, 7, 8)]
[4652, 'Cracker', (31, 9, 0), (29, 4, 10)]
[4653, 'Sender', (41, 11, 1), (41, 9, 7)]
[4654, 'Sender', (43, 11, 5), (42, 7, 6)]
[4655, 'Cracker', (64, 9, 2), (73, 10, 11)]
[4656, 'Cracker', (56, 9, 0), (52, 5, 11)]
[4657, 'Sender', (34, 11, 0), (28, 2, 6)]
[4658, 'Sender', (42, 11, 0), (35, 7, 7)]
[4659, 'Cracker', (81, 10, 5), (82, 13, 10)]
[4660, 'Sender', (52, 11, 2), (56, 8, 8)]
[4661, 'Sender', (62, 11, 1), (53, 9, 6)]
[4662, 'Sender', (42, 11, 1), (36, 7, 8)]
[4663, 'Sender', (44, 11, 0), (41, 6, 7)]
[4664, 'Cracker', (39, 7, 1), (43, 8, 8)]
[4665, 'Cracker', (90, 10, 10), (90, 18, 10)]
[4666, 'Cracker', (47, 10, 1), (51, 9, 7)]
[4667, 'Cracker', (39, 9, 0), (40, 7, 8)]
[4668, 'Cracker', (45, 9, 3), (39, 11, 4)]
[4669, 'Cracker', (64, 10, 2), (61, 9, 12)]
[4670, 'Sender', (38, 11, 0), (38, 5, 10)]
[4671, 'Sender', (63, 11, 7), (58, 13, 6)]
[4672, 'Cracker', (32, 8, 0), (31, 4, 8)]
[4673, 'Cracker', (45, 10, 0), (49, 7, 10)]
[4674, 'Sender', (40, 11, 0), (30, 5, 5)]
[4675, 'Cracker', (57, 8, 0), (62, 5, 13)]
[4676, 'Sender', (46, 11, 0), (54, 7, 7)]
[4677, 'Sender', (28, 11, 0), (25, 2, 7)]
[4678, 'Cracker', (38, 9, 0), (37, 5, 11)]
[4679, 'Sender', (34, 11, 2), (37, 8, 9)]
[4680, 'Sender', (55, 11, 0), (57, 8, 9)]
[4681, 'Sender', (23, 11, 2), (20, 10, 3)]
[4682, 'Sender', (47, 11, 2), (47, 9, 6)]
[4683, 'Cracker', (52, 10, 4), (54, 13, 7)]
[4684, 'Cracker', (56, 8, 0), (54, 6, 11)]
[4685, 'Cracker', (72, 9, 6), (62, 13, 9)]
[4686, 'Sender', (53, 11, 0), (60, 8, 7)]
[4687, 'Sender', (46, 11, 3), (44, 7, 8)]
[4688, 'Sender', (70, 11, 2), (65, 9, 8)]
[4689, 'Cracker', (43, 9, 0), (43, 7, 10)]
[4690, 'Cracker', (38, 9, 0), (45, 6, 11)]
[4691, 'Sender', (49, 11, 1), (47, 7, 5)]
[4692, 'Sender', (67, 11, 5), (55, 9, 5)]
[4693, 'Cracker', (46, 9, 1), (51, 9, 6)]
[4694, 'Cracker', (72, 10, 2), (74, 10, 11)]
[4695, 'Cracker', (33, 7, 0), (38, 6, 8)]
[4696, 'Sender', (78, 11, 11), (75, 17, 7)]
[4697, 'Cracker', (31, 10, 0), (36, 8, 4)]
[4698, 'Cracker', (30, 9, 0), (30, 6, 7)]
[4699, 'Cracker', (48, 10, 0), (39, 7, 12)]
[4700, 'Sender', (50, 11, 2), (44, 9, 8)]
[4701, 'Cracker', (47, 9, 0), (53, 4, 12)]
[4702, 'Sender', (48, 11, 2), (45, 10, 7)]
[4703, 'Cracker', (64, 10, 0), (60, 7, 12)]
[4704, 'Cracker', (42, 10, 1), (45, 7, 11)]
[4705, 'Sender', (39, 11, 0), (41, 9, 6)]
[4706, 'Cracker', (74, 10, 1), (71, 9, 12)]
[4707, 'Cracker', (35, 10, 0), (35, 6, 9)]
[4708, 'Sender', (32, 11, 1), (38, 7, 9)]
[4709, 'Cracker', (69, 10, 2), (72, 11, 9)]
[4710, 'Sender', (51, 11, 3), (46, 11, 4)]
[4711, 'Sender', (58, 11, 8), (60, 14, 5)]
[4712, 'Cracker', (41, 8, 0), (38, 8, 8)]
[4713, 'Cracker', (62, 10, 2), (67, 10, 9)]
[4714, 'Cracker', (36, 8, 0), (37, 6, 8)]
[4715, 'Cracker', (50, 10, 0), (43, 7, 9)]
[4716, 'Cracker', (62, 10, 1), (60, 7, 16)]
[4717, 'Cracker', (40, 10, 2), (47, 9, 9)]
[4718, 'Cracker', (67, 10, 3), (71, 10, 13)]
[4719, 'Cracker', (26, 10, 0), (29, 4, 12)]
[4720, 'Sender', (34, 11, 1), (35, 8, 5)]
[4721, 'Sender', (51, 11, 0), (55, 7, 11)]
[4722, 'Sender', (117, 11, 2), (111, 11, 16)]
[4723, 'Sender', (34, 11, 0), (37, 5, 3)]
[4724, 'Cracker', (48, 10, 0), (47, 9, 12)]
[4725, 'Cracker', (49, 9, 1), (40, 7, 8)]
[4726, 'Sender', (52, 11, 0), (50, 6, 7)]
[4727, 'Cracker', (95, 10, 0), (100, 9, 14)]
[4728, 'Sender', (59, 11, 0), (55, 6, 6)]
[4729, 'Cracker', (48, 9, 0), (52, 6, 10)]
[4730, 'Cracker', (58, 10, 4), (62, 11, 7)]
[4731, 'Cracker', (15, 4, 0), (20, 3, 9)]
[4732, 'Sender', (82, 11, 1), (80, 9, 8)]
[4733, 'Sender', (47, 11, 1), (43, 8, 9)]
[4734, 'Cracker', (34, 9, 0), (33, 6, 9)]
[4735, 'Cracker', (28, 9, 0), (30, 6, 8)]
[4736, 'Sender', (44, 11, 0), (41, 6, 6)]
[4737, 'Sender', (53, 11, 4), (52, 10, 4)]
[4738, 'Sender', (37, 11, 0), (38, 7, 8)]
[4739, 'Cracker', (69, 10, 0), (61, 8, 9)]
[4740, 'Cracker', (29, 8, 0), (29, 7, 8)]
[4741, 'Cracker', (30, 9, 0), (31, 5, 9)]
[4742, 'Cracker', (47, 8, 0), (48, 8, 6)]
[4743, 'Sender', (49, 11, 0), (47, 4, 10)]
[4744, 'Sender', (51, 11, 0), (44, 8, 4)]
[4745, 'Sender', (42, 11, 0), (47, 6, 11)]
[4746, 'Cracker', (52, 10, 0), (53, 9, 5)]
[4747, 'Sender', (50, 11, 0), (46, 7, 5)]
[4748, 'Sender', (37, 11, 0), (49, 7, 7)]
[4749, 'Cracker', (35, 9, 0), (37, 6, 9)]
[4750, 'Cracker', (38, 10, 1), (39, 10, 7)]
[4751, 'Sender', (95, 11, 5), (95, 13, 9)]
[4752, 'Sender', (56, 11, 0), (54, 7, 5)]
[4753, 'Sender', (39, 11, 4), (41, 6, 4)]
[4754, 'Cracker', (34, 10, 0), (36, 7, 7)]
[4755, 'Sender', (36, 11, 4), (39, 9, 3)]
[4756, 'Sender', (68, 11, 0), (65, 8, 8)]
[4757, 'Cracker', (64, 10, 1), (66, 8, 7)]
[4758, 'Sender', (41, 11, 1), (33, 6, 2)]
[4759, 'Cracker', (44, 9, 1), (46, 7, 9)]
[4760, 'Cracker', (65, 10, 1), (68, 7, 12)]
[4761, 'Sender', (43, 11, 1), (35, 4, 6)]
[4762, 'Sender', (34, 11, 0), (33, 6, 6)]
[4763, 'Cracker', (44, 10, 0), (43, 8, 5)]
[4764, 'Sender', (47, 11, 0), (39, 6, 9)]
[4765, 'Cracker', (63, 10, 2), (59, 10, 11)]
[4766, 'Cracker', (26, 10, 0), (30, 5, 6)]
[4767, 'Cracker', (93, 10, 2), (91, 10, 15)]
[4768, 'Sender', (45, 11, 2), (45, 9, 7)]
[4769, 'Cracker', (43, 9, 2), (46, 8, 10)]
[4770, 'Sender', (70, 11, 6), (71, 14, 9)]
[4771, 'Sender', (46, 11, 0), (38, 6, 4)]
[4772, 'Cracker', (44, 10, 0), (40, 9, 8)]
[4773, 'Sender', (72, 11, 5), (69, 14, 10)]
[4774, 'Cracker', (72, 10, 2), (77, 10, 8)]
[4775, 'Sender', (45, 11, 4), (47, 8, 6)]
[4776, 'Cracker', (63, 10, 1), (63, 10, 11)]
[4777, 'Sender', (53, 11, 2), (49, 8, 5)]
[4778, 'Sender', (43, 11, 0), (44, 6, 7)]
[4779, 'Sender', (36, 11, 1), (36, 6, 8)]
[4780, 'Sender', (41, 11, 0), (44, 9, 5)]
[4781, 'Sender', (53, 11, 0), (40, 7, 4)]
[4782, 'Sender', (30, 11, 0), (30, 5, 4)]
[4783, 'Sender', (55, 11, 7), (49, 12, 4)]
[4784, 'Cracker', (35, 9, 0), (37, 8, 10)]
[4785, 'Sender', (35, 11, 5), (37, 8, 5)]
[4786, 'Sender', (59, 11, 1), (62, 9, 7)]
[4787, 'Sender', (50, 11, 3), (52, 7, 6)]
[4788, 'Sender', (67, 11, 1), (75, 7, 13)]
[4789, 'Sender', (58, 11, 3), (61, 12, 7)]
[4790, 'Sender', (27, 11, 0), (27, 5, 7)]
[4791, 'Cracker', (70, 9, 0), (87, 9, 10)]
[4792, 'Cracker', (55, 10, 2), (51, 8, 10)]
[4793, 'Sender', (37, 11, 0), (34, 7, 10)]
[4794, 'Sender', (52, 11, 2), (47, 7, 4)]
[4795, 'Sender', (30, 11, 0), (30, 7, 2)]
[4796, 'Sender', (49, 11, 0), (41, 6, 6)]
[4797, 'Cracker', (46, 10, 0), (50, 5, 9)]
[4798, 'Sender', (83, 11, 6), (81, 12, 17)]
[4799, 'Sender', (34, 11, 0), (30, 4, 9)]
[4800, 'Cracker', (47, 10, 0), (38, 7, 7)]
[4801, 'Cracker', (31, 10, 0), (33, 6, 7)]
[4802, 'Sender', (50, 11, 4), (51, 10, 11)]
[4803, 'Sender', (39, 11, 1), (40, 7, 9)]
[4804, 'Cracker', (46, 10, 0), (45, 8, 6)]
[4805, 'Sender', (80, 11, 2), (80, 10, 9)]
[4806, 'Cracker', (31, 10, 0), (36, 7, 6)]
[4807, 'Cracker', (32, 9, 0), (30, 5, 8)]
[4808, 'Cracker', (41, 10, 0), (34, 5, 7)]
[4809, 'Sender', (42, 11, 4), (41, 9, 4)]
[4810, 'Sender', (52, 11, 2), (45, 11, 7)]
[4811, 'Sender', (40, 11, 1), (44, 8, 6)]
[4812, 'Cracker', (33, 9, 0), (33, 6, 5)]
[4813, 'Sender', (30, 11, 0), (25, 4, 3)]
[4814, 'Sender', (60, 11, 2), (55, 9, 5)]
[4815, 'Sender', (84, 11, 2), (81, 9, 13)]
[4816, 'Cracker', (37, 9, 0), (35, 7, 6)]
[4817, 'Sender', (37, 11, 0), (36, 5, 3)]
[4818, 'Cracker', (48, 10, 0), (47, 6, 9)]
[4819, 'Sender', (51, 11, 3), (48, 7, 9)]
[4820, 'Cracker', (38, 9, 0), (41, 6, 7)]
[4821, 'Sender', (82, 11, 4), (75, 12, 13)]
[4822, 'Cracker', (22, 6, 0), (28, 3, 9)]
[4823, 'Cracker', (49, 10, 0), (47, 8, 6)]
[4824, 'Cracker', (67, 9, 3), (81, 10, 9)]
[4825, 'Sender', (57, 11, 2), (57, 9, 9)]
[4826, 'Cracker', (52, 10, 0), (56, 6, 8)]
[4827, 'Sender', (46, 11, 0), (50, 7, 10)]
[4828, 'Sender', (41, 11, 0), (34, 7, 6)]
[4829, 'Cracker', (61, 9, 1), (60, 10, 10)]
[4830, 'Cracker', (73, 10, 3), (75, 12, 9)]
[4831, 'Cracker', (53, 10, 3), (55, 11, 7)]
[4832, 'Cracker', (26, 9, 0), (24, 5, 8)]
[4833, 'Sender', (52, 11, 1), (52, 9, 6)]
[4834, 'Sender', (45, 11, 0), (51, 7, 9)]
[4835, 'Sender', (61, 11, 1), (62, 10, 8)]
[4836, 'Cracker', (48, 10, 0), (49, 8, 6)]
[4837, 'Cracker', (28, 9, 0), (33, 7, 7)]
[4838, 'Sender', (27, 11, 0), (36, 6, 5)]
[4839, 'Cracker', (39, 10, 2), (43, 8, 7)]
[4840, 'Cracker', (19, 7, 0), (24, 3, 9)]
[4841, 'Cracker', (41, 9, 0), (38, 7, 5)]
[4842, 'Sender', (72, 11, 3), (67, 9, 7)]
[4843, 'Sender', (32, 11, 1), (33, 6, 8)]
[4844, 'Cracker', (41, 9, 0), (32, 6, 6)]
[4845, 'Sender', (38, 11, 0), (34, 4, 3)]
[4846, 'Cracker', (77, 10, 3), (72, 10, 10)]
[4847, 'Sender', (65, 11, 4), (55, 9, 7)]
[4848, 'Cracker', (86, 10, 5), (79, 13, 10)]
[4849, 'Sender', (45, 11, 2), (47, 7, 6)]
[4850, 'Cracker', (40, 10, 0), (30, 7, 5)]
[4851, 'Sender', (54, 11, 0), (48, 7, 10)]
[4852, 'Sender', (39, 11, 1), (39, 8, 5)]
[4853, 'Cracker', (24, 6, 0), (28, 4, 7)]
[4854, 'Cracker', (52, 10, 0), (54, 7, 10)]
[4855, 'Cracker', (34, 9, 0), (29, 6, 6)]
[4856, 'Sender', (54, 11, 0), (42, 6, 7)]
[4857, 'Cracker', (34, 8, 0), (29, 5, 10)]
[4858, 'Cracker', (29, 9, 1), (34, 6, 10)]
[4859, 'Sender', (33, 11, 0), (30, 6, 2)]
[4860, 'Sender', (55, 11, 3), (55, 10, 10)]
[4861, 'Cracker', (31, 9, 0), (32, 6, 8)]
[4862, 'Cracker', (48, 10, 1), (55, 9, 7)]
[4863, 'Cracker', (58, 9, 1), (52, 8, 12)]
[4864, 'Cracker', (67, 10, 1), (59, 9, 9)]
[4865, 'Cracker', (42, 9, 0), (43, 7, 9)]
[4866, 'Cracker', (39, 9, 0), (42, 7, 7)]
[4867, 'Cracker', (57, 10, 1), (47, 9, 9)]
[4868, 'Cracker', (43, 10, 0), (40, 6, 6)]
[4869, 'Sender', (30, 11, 1), (31, 7, 2)]
[4870, 'Cracker', (57, 10, 1), (56, 8, 10)]
[4871, 'Sender', (70, 11, 1), (66, 9, 13)]
[4872, 'Sender', (59, 11, 1), (61, 8, 7)]
[4873, 'Sender', (46, 11, 0), (45, 6, 13)]
[4874, 'Cracker', (39, 10, 0), (41, 6, 7)]
[4875, 'Sender', (29, 11, 1), (30, 6, 4)]
[4876, 'Sender', (84, 11, 3), (83, 12, 10)]
[4877, 'Cracker', (36, 9, 0), (45, 7, 5)]
[4878, 'Cracker', (61, 10, 0), (56, 8, 12)]
[4879, 'Cracker', (67, 10, 4), (66, 12, 10)]
[4880, 'Cracker', (44, 10, 0), (47, 6, 6)]
[4881, 'Sender', (74, 11, 1), (69, 9, 10)]
[4882, 'Cracker', (40, 10, 1), (44, 9, 10)]
[4883, 'Cracker', (57, 10, 0), (58, 7, 12)]
[4884, 'Cracker', (76, 10, 0), (74, 8, 16)]
[4885, 'Cracker', (56, 10, 3), (60, 12, 7)]
[4886, 'Cracker', (47, 8, 1), (47, 5, 11)]
[4887, 'Sender', (48, 11, 3), (44, 7, 4)]
[4888, 'Sender', (54, 11, 2), (46, 7, 5)]
[4889, 'Cracker', (28, 7, 0), (34, 3, 11)]
[4890, 'Sender', (56, 11, 6), (59, 12, 6)]
[4891, 'Cracker', (63, 10, 2), (56, 11, 10)]
[4892, 'Sender', (105, 11, 9), (109, 16, 11)]
[4893, 'Sender', (42, 11, 0), (42, 7, 10)]
[4894, 'Cracker', (49, 10, 0), (52, 7, 8)]
[4895, 'Cracker', (45, 9, 1), (45, 8, 8)]
[4896, 'Sender', (45, 11, 0), (49, 9, 5)]
[4897, 'Sender', (63, 11, 1), (59, 8, 10)]
[4898, 'Cracker', (32, 9, 0), (37, 6, 7)]
[4899, 'Cracker', (61, 10, 0), (63, 9, 8)]
[4900, 'Sender', (30, 11, 0), (26, 4, 8)]
[4901, 'Sender', (44, 11, 1), (34, 6, 3)]
[4902, 'Sender', (69, 11, 6), (69, 13, 9)]
[4903, 'Sender', (61, 11, 2), (61, 10, 7)]
[4904, 'Cracker', (43, 9, 0), (45, 7, 10)]
[4905, 'Sender', (78, 11, 7), (81, 14, 5)]
[4906, 'Sender', (67, 11, 0), (66, 6, 12)]
[4907, 'Cracker', (27, 8, 1), (27, 6, 7)]
[4908, 'Cracker', (50, 10, 1), (44, 8, 10)]
[4909, 'Sender', (26, 11, 0), (26, 6, 6)]
[4910, 'Sender', (56, 11, 5), (57, 11, 11)]
[4911, 'Cracker', (66, 10, 0), (65, 8, 8)]
[4912, 'Cracker', (36, 10, 0), (40, 5, 9)]
[4913, 'Sender', (47, 11, 1), (49, 8, 5)]
[4914, 'Cracker', (84, 10, 5), (91, 13, 11)]
[4915, 'Cracker', (63, 10, 1), (60, 9, 12)]
[4916, 'Sender', (54, 11, 4), (50, 9, 10)]
[4917, 'Cracker', (31, 7, 0), (33, 6, 6)]
[4918, 'Cracker', (64, 10, 5), (66, 12, 6)]
[4919, 'Sender', (32, 11, 0), (34, 7, 6)]
[4920, 'Sender', (33, 11, 0), (31, 6, 7)]
[4921, 'Cracker', (101, 10, 1), (99, 9, 17)]
[4922, 'Sender', (44, 11, 1), (42, 7, 10)]
[4923, 'Cracker', (50, 10, 0), (55, 8, 9)]
[4924, 'Sender', (40, 11, 1), (39, 8, 6)]
[4925, 'Cracker', (60, 10, 1), (60, 9, 8)]
[4926, 'Cracker', (39, 8, 1), (37, 8, 7)]
[4927, 'Cracker', (56, 10, 1), (54, 9, 7)]
[4928, 'Cracker', (59, 10, 3), (62, 11, 11)]
[4929, 'Sender', (44, 11, 0), (38, 7, 12)]
[4930, 'Cracker', (41, 10, 0), (44, 7, 8)]
[4931, 'Sender', (74, 11, 2), (69, 10, 13)]
[4932, 'Sender', (78, 11, 3), (67, 10, 13)]
[4933, 'Sender', (55, 11, 2), (49, 6, 6)]
[4934, 'Cracker', (20, 9, 0), (22, 6, 6)]
[4935, 'Cracker', (41, 10, 0), (40, 5, 11)]
[4936, 'Sender', (79, 11, 9), (71, 17, 6)]
[4937, 'Cracker', (33, 8, 1), (31, 9, 9)]
[4938, 'Sender', (53, 11, 2), (49, 9, 7)]
[4939, 'Cracker', (54, 10, 2), (59, 9, 7)]
[4940, 'Sender', (36, 11, 0), (39, 5, 6)]
[4941, 'Sender', (49, 11, 0), (50, 6, 9)]
[4942, 'Sender', (29, 11, 1), (23, 7, 1)]
[4943, 'Cracker', (33, 10, 0), (32, 6, 8)]
[4944, 'Cracker', (54, 10, 1), (55, 9, 7)]
[4945, 'Sender', (81, 11, 4), (82, 11, 7)]
[4946, 'Cracker', (50, 10, 2), (50, 9, 5)]
[4947, 'Cracker', (57, 10, 0), (56, 8, 7)]
[4948, 'Cracker', (60, 9, 0), (61, 7, 6)]
[4949, 'Sender', (67, 11, 1), (65, 9, 12)]
[4950, 'Cracker', (40, 9, 0), (41, 5, 7)]
[4951, 'Sender', (54, 11, 1), (48, 9, 7)]
[4952, 'Sender', (51, 11, 2), (50, 8, 9)]
[4953, 'Sender', (53, 11, 0), (54, 7, 6)]
[4954, 'Sender', (54, 11, 1), (59, 8, 6)]
[4955, 'Sender', (44, 11, 0), (46, 7, 4)]
[4956, 'Cracker', (78, 10, 1), (75, 9, 10)]
[4957, 'Cracker', (96, 10, 5), (86, 14, 11)]
[4958, 'Sender', (61, 11, 2), (60, 7, 9)]
[4959, 'Cracker', (58, 10, 1), (55, 9, 13)]
[4960, 'Sender', (49, 11, 1), (50, 7, 6)]
[4961, 'Sender', (51, 11, 0), (59, 8, 12)]
[4962, 'Sender', (34, 11, 1), (33, 6, 4)]
[4963, 'Sender', (61, 11, 1), (51, 8, 8)]
[4964, 'Cracker', (39, 7, 0), (42, 6, 8)]
[4965, 'Cracker', (43, 10, 1), (42, 7, 8)]
[4966, 'Cracker', (33, 8, 0), (40, 6, 10)]
[4967, 'Cracker', (38, 10, 0), (39, 9, 9)]
[4968, 'Cracker', (59, 10, 0), (60, 8, 11)]
[4969, 'Cracker', (52, 8, 1), (50, 8, 8)]
[4970, 'Cracker', (43, 9, 0), (48, 6, 11)]
[4971, 'Sender', (30, 11, 2), (33, 8, 3)]
[4972, 'Sender', (40, 11, 3), (31, 7, 3)]
[4973, 'Cracker', (44, 10, 1), (45, 8, 10)]
[4974, 'Sender', (72, 11, 1), (66, 8, 11)]
[4975, 'Cracker', (43, 9, 0), (34, 8, 7)]
[4976, 'Cracker', (36, 10, 0), (35, 6, 8)]
[4977, 'Sender', (28, 11, 0), (30, 6, 4)]
[4978, 'Cracker', (32, 10, 1), (38, 8, 6)]
[4979, 'Sender', (48, 11, 0), (44, 6, 9)]
[4980, 'Cracker', (33, 8, 0), (45, 5, 9)]
[4981, 'Sender', (43, 11, 1), (36, 6, 7)]
[4982, 'Sender', (72, 11, 2), (69, 9, 8)]
[4983, 'Sender', (39, 11, 0), (41, 5, 6)]
[4984, 'Cracker', (75, 10, 1), (76, 8, 15)]
[4985, 'Cracker', (29, 9, 0), (33, 4, 8)]
[4986, 'Cracker', (31, 9, 0), (36, 7, 9)]
[4987, 'Sender', (34, 11, 0), (33, 7, 5)]
[4988, 'Sender', (34, 11, 0), (39, 6, 7)]
[4989, 'Sender', (36, 11, 0), (34, 5, 7)]
[4990, 'Sender', (49, 11, 1), (59, 7, 11)]
[4991, 'Cracker', (96, 10, 5), (106, 14, 15)]
[4992, 'Cracker', (48, 9, 1), (53, 10, 6)]
[4993, 'Sender', (49, 11, 1), (50, 8, 8)]
[4994, 'Sender', (29, 11, 4), (27, 7, 3)]
[4995, 'Sender', (44, 11, 0), (41, 7, 9)]
[4996, 'Sender', (42, 11, 0), (39, 8, 5)]
[4997, 'Cracker', (54, 9, 0), (52, 5, 14)]
[4998, 'Cracker', (27, 9, 0), (21, 6, 6)]
[4999, 'Cracker', (29, 10, 0), (37, 6, 11)]
[5000, 'Cracker', (79, 10, 1), (76, 10, 11)]
[5001, 'Sender', (23, 11, 1), (21, 6, 1)]
[5002, 'Sender', (31, 11, 0), (35, 5, 7)]
[5003, 'Sender', (54, 11, 1), (45, 5, 4)]
[5004, 'Sender', (46, 11, 1), (46, 7, 10)]
[5005, 'Cracker', (24, 8, 0), (28, 6, 6)]
[5006, 'Cracker', (51, 8, 1), (56, 9, 4)]
[5007, 'Sender', (35, 11, 1), (35, 8, 7)]
[5008, 'Sender', (43, 11, 0), (49, 9, 6)]
[5009, 'Cracker', (38, 8, 0), (40, 5, 8)]
[5010, 'Sender', (112, 11, 5), (111, 10, 18)]
[5011, 'Cracker', (66, 8, 1), (62, 8, 12)]
[5012, 'Sender', (70, 11, 1), (70, 9, 8)]
[5013, 'Sender', (100, 11, 3), (95, 10, 13)]
[5014, 'Sender', (41, 11, 0), (39, 6, 6)]
[5015, 'Cracker', (30, 8, 0), (31, 7, 9)]
[5016, 'Sender', (57, 11, 1), (54, 8, 8)]
[5017, 'Cracker', (32, 10, 2), (22, 7, 6)]
[5018, 'Cracker', (55, 9, 1), (45, 6, 9)]
[5019, 'Sender', (24, 11, 1), (19, 6, 1)]
[5020, 'Cracker', (45, 9, 0), (46, 7, 7)]
[5021, 'Sender', (46, 11, 0), (53, 7, 3)]
[5022, 'Sender', (44, 11, 0), (47, 5, 9)]
[5023, 'Cracker', (33, 10, 0), (39, 6, 9)]
[5024, 'Cracker', (59, 10, 0), (52, 8, 8)]
[5025, 'Cracker', (37, 8, 0), (38, 7, 9)]
[5026, 'Sender', (54, 11, 0), (46, 7, 9)]
[5027, 'Cracker', (38, 10, 0), (37, 6, 7)]
[5028, 'Cracker', (72, 10, 2), (60, 11, 8)]
[5029, 'Sender', (41, 11, 0), (38, 5, 6)]
[5030, 'Cracker', (24, 10, 0), (25, 6, 5)]
[5031, 'Cracker', (54, 9, 2), (51, 9, 8)]
[5032, 'Sender', (65, 11, 5), (72, 10, 9)]
[5033, 'Sender', (29, 11, 2), (24, 6, 2)]
[5034, 'Cracker', (46, 10, 0), (41, 7, 7)]
[5035, 'Sender', (31, 11, 0), (29, 7, 3)]
[5036, 'Cracker', (54, 8, 0), (59, 6, 10)]
[5037, 'Cracker', (60, 10, 2), (54, 9, 8)]
[5038, 'Sender', (26, 11, 0), (28, 5, 3)]
[5039, 'Cracker', (57, 10, 0), (61, 7, 11)]
[5040, 'Sender', (34, 11, 1), (33, 6, 8)]
[5041, 'Sender', (52, 11, 4), (54, 12, 6)]
[5042, 'Sender', (56, 11, 1), (63, 7, 9)]
[5043, 'Sender', (24, 11, 0), (22, 4, 2)]
[5044, 'Cracker', (34, 6, 1), (41, 6, 9)]
[5045, 'Cracker', (66, 10, 3), (64, 11, 8)]
[5046, 'Sender', (46, 11, 0), (42, 8, 6)]
[5047, 'Cracker', (38, 7, 0), (42, 4, 11)]
[5048, 'Sender', (31, 11, 0), (31, 7, 6)]
[5049, 'Sender', (38, 11, 2), (35, 8, 4)]
[5050, 'Cracker', (49, 10, 2), (48, 10, 7)]
[5051, 'Cracker', (66, 10, 2), (70, 10, 9)]
[5052, 'Sender', (40, 11, 0), (40, 7, 5)]
